"id","name","type","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"47412","Steambirds Alliance","multiplayer focused","2018","year","2018.0","","","1.0","10.0","","","","","1.0","10.0","1.0","10.0","","","",""
"47520","Deceit(2017)","multiplayer focused","2017-03-03","day","2017.0","3.0","3.0","","","","","","","","","","","4.0","5.0","5.0","16.5"
"47743","Knightfall: Rivals","multiplayer focused","2017-07-20","day","2017.0","7.0","20.0","1.0","10.0","","","","","1.0","10.0","1.0","10.0","","","",""
"47746","Metin2","multiplayer focused","2006-12-17","day","2006.0","12.0","17.0","3.0","152.28","4.0","312.5","3.0","933.33","10.0","450.68","3.0","152.28","1.0","500.0","4.0","585.0"
"48505","Fishermurs","multiplayer focused","2017-06-13","day","2017.0","6.0","13.0","1.0","0.9","","","","","1.0","0.9","1.0","0.9","","","",""
"48576","Quake Champions","multiplayer focused","2017-08-22","day","2017.0","8.0","22.0","","","","","","","","","","","","","","16.5"
"48636","Age of Empires: Castle Siege","multiplayer focused","2014-09-17","day","2014.0","9.0","17.0","1.0","4.87","","","","","1.0","4.87","1.0","4.87","","","",""
"48729","BALLOON Saga","multiplayer focused","2017-08-18","day","2017.0","8.0","18.0","","","","","1.0","8.0","1.0","8.0","","","","","",""
"48746","Escape from Tarkov","multiplayer focused","2017-07-28","day","2017.0","7.0","28.0","","","","","","","","","","","","","","300.0"
"48887","Dark and Light","multiplayer focused","2017-07-20","day","2017.0","7.0","20.0","1.0","21.0","1.0","52.37","","","2.0","36.68","1.0","21.0","1.0","1.5","1.0","291.0"
"49079","Foxhole","multiplayer focused","2017-07-27","day","2017.0","7.0","27.0","1.0","224.0","2.0","508.5","","","3.0","413.67","1.0","224.0","","","",""
"49541","Strife(2015)","multiplayer focused","2015-05-22","day","2015.0","5.0","22.0","","","","","","","","","","","","","","45.0"
"49740","Luna Online: Reborn","multiplayer focused","2016-04-01","day","2016.0","4.0","1.0","1.0","156.5","","","","","1.0","156.5","1.0","156.5","","","",""
"49786","Comedy Night","multiplayer focused","2017-08-24","day","2017.0","8.0","24.0","1.0","0.5","","","3.0","13.42","4.0","10.18","1.0","0.5","1.0","2.5","1.0","7.5"
"49851","EVE: Valkyrie - Warzone","multiplayer focused","2017-09-26","day","2017.0","9.0","26.0","1.0","4.0","","","","","1.0","4.0","1.0","4.0","","","",""
"50129","Call of War","multiplayer focused","2017-10-21","day","2017.0","10.0","21.0","","","","","","","","","","","","","","62.5"
"50171","Stick Fight: The Game","multiplayer focused","2017-09-28","day","2017.0","9.0","28.0","","","","","","","","","","","","","","8.5"
"50275","The Jackbox Party Pack 4","multiplayer focused","2017-10-18","day","2017.0","10.0","18.0","","","","","","","","","","","","","","18.0"
"50736","Armored Warfare","multiplayer focused","2015-10-08","day","2015.0","10.0","8.0","1.0","0.8","","","","","1.0","0.8","1.0","0.8","","","",""
"50845","NosTale","multiplayer focused","2017-09-18","day","2017.0","9.0","18.0","","","","","","","","","","","","0.83","",""
"50862","RF Online","multiplayer focused","2006-02-21","day","2006.0","2.0","21.0","","","1.0","2000.0","1.0","200.0","2.0","1100.0","","","2.0","1117.0","1.0","200.0"
"51302","War Drones","multiplayer focused","2017-11-03","day","2017.0","11.0","3.0","","","","","1.0","1.0","1.0","1.0","","","","","",""
"51682","MINDNIGHT","multiplayer focused","2017-08-04","day","2017.0","8.0","4.0","","","","","","","","","","","","","","6.5"
"51726","Arena of Valor","multiplayer focused","","","","","","2.0","0.32","2.0","30.0","","","4.0","15.15","2.0","0.32","1.0","209.0","2.0","116.0"
"51768","Warhammer: Vermintide 2","multiplayer focused","2018-03-08","day","2018.0","3.0","8.0","160.0","11.53","110.0","32.48","36.0","136.7","306.0","33.78","160.0","11.53","71.0","54.5","1.0","35.0"
"51780","Survive the Nights","multiplayer focused","2017-12-21","day","2017.0","12.0","21.0","","","","","1.0","68.33","1.0","68.33","","","","","",""
"52240","Lineage 2: Revolution","multiplayer focused","2017-11-15","day","2017.0","11.0","15.0","1.0","25.0","","","","","1.0","25.0","1.0","25.0","","","",""
"52343","Hunt: Showdown","multiplayer focused","2018-02-22","day","2018.0","2.0","22.0","","","","","","","","","","","4.0","45.5","9.0","456.0"
"52615","Darwin Project","multiplayer focused","2018-01-17","day","2018.0","1.0","17.0","","","","","","","","","","","","","","49.0"
"52819","Onmyoji","multiplayer focused","2018-02-08","day","2018.0","2.0","8.0","","","1.0","60.62","","","1.0","60.62","","","","","",""
"52949","We Were Here Too","multiplayer focused","2018-02-02","day","2018.0","2.0","2.0","","","","","","","","","","","","3.0","",""
"53025","Dead Maze","multiplayer focused","2018-02-13","day","2018.0","2.0","13.0","","","","","","","","","","","","5.0","",""
"53337","Tannenberg","multiplayer focused","2017-11-16","day","2017.0","11.0","16.0","","","","","","","","","","","","","","4.5"
"53770","SoulWorker","multiplayer focused","2018-02-26","day","2018.0","2.0","26.0","2.0","52.53","","","","","2.0","52.53","2.0","52.53","","","",""
"54005","Holdfast: Nations At War","multiplayer focused","2017-09-21","day","2017.0","9.0","21.0","","","","","","","","","","","","","","11.5"
"54493","Beavers Be Dammed","multiplayer focused","2018-01-16","day","2018.0","1.0","16.0","","","","","","","","","","","","0.92","",""
"54851","SCP: Secret Laboratory","multiplayer focused","2017-12-29","day","2017.0","12.0","29.0","","","","","","","","","","","","","","33.0"
"55548","Radical Heights","multiplayer focused","2018-04-10","day","2018.0","4.0","10.0","","","","","","","","","","","","","","2.5"
"56668","Raft(2018)","multiplayer focused","2018-05-23","day","2018.0","5.0","23.0","186.0","26.23","149.0","37.42","64.0","69.7","399.0","37.38","186.0","26.23","","","",""
"56979","AdventureQuest Worlds","multiplayer focused","2008-06-02","day","2008.0","6.0","2.0","1.0","30.0","","","","","1.0","30.0","1.0","30.0","","","",""
"57052","Albion Online","multiplayer focused","2017-07-17","day","2017.0","7.0","17.0","1.0","10.0","4.0","40.58","2.0","199.2","7.0","81.53","1.0","10.0","2.0","46.0","5.0","119.0"
"57089","Bless Online","multiplayer focused","2018-05-30","day","2018.0","5.0","30.0","","","1.0","230.45","","","1.0","230.45","","","","","",""
"57193","Totally Accurate Battlegrounds","multiplayer focused","2018-06-05","day","2018.0","6.0","5.0","","","","","","","","","","","","","","10.0"
"57247","Travian","multiplayer focused","2004-09-05","day","2004.0","9.0","5.0","","","","","","","","","","","","","","800.0"
"57276","Realm Royale","multiplayer focused","2018-06-05","day","2018.0","6.0","5.0","","","","","","","","","","","","","","14.5"
"57369","Roark's Attack on Titan Fan Game","multiplayer focused","","","","","","","","","","","","","","","","","","","1.5"
"57473","Deathgarden","multiplayer focused","2018-08-14","day","2018.0","8.0","14.0","","","","","","","","","","","","","","26.0"
"57481","Rules of Survival","multiplayer focused","2017-12-06","day","2017.0","12.0","6.0","","","","","","","","","","","","","","0.75"
"57701","Ironsight","multiplayer focused","2019-06-20","day","2019.0","6.0","20.0","1.0","19.4","","","","","1.0","19.4","1.0","19.4","","","",""
"58037","Red Crucible: Reloaded","multiplayer focused","2015-09-15","day","2015.0","9.0","15.0","","","","","","","","","","","","","","25.0"
"58133","Temtem","multiplayer focused","2020-01-21","day","2020.0","1.0","21.0","31.0","58.9","35.0","80.05","7.0","200.33","73.0","82.6","31.0","58.9","6.0","56.5","2.0","9.0"
"58335","SpyParty","multiplayer focused","2018-04-12","day","2018.0","4.0","12.0","","","","","","","","","","","","","","0.08"
"58471","Defiance 2050","multiplayer focused","2018-07-10","day","2018.0","7.0","10.0","","","1.0","10.98","1.0","32.4","2.0","21.68","","","","","",""
"58476","Project: Gorgon","multiplayer focused","2018-03-12","day","2018.0","3.0","12.0","","","","","","","","","","","","56.0","",""
"59566","Shotgun Farmers","multiplayer focused","2017-06-01","day","2017.0","6.0","1.0","1.0","8.0","1.0","11.0","1.0","14.0","3.0","11.0","1.0","8.0","1.0","1.0","2.0","56.5"
"59793","Will To Live Online","multiplayer focused","2018-04-05","day","2018.0","4.0","5.0","2.0","40.0","1.0","105.0","1.0","256.0","4.0","110.25","2.0","40.0","1.0","25.0","2.0","81.0"
"59836","Insurgency: Sandstorm","multiplayer focused","2018-12-12","day","2018.0","12.0","12.0","","","","","","","","","","","5.0","107.0","7.0","108.0"
"60386","Fear The Wolves","multiplayer focused","2018-08-28","day","2018.0","8.0","28.0","","","","","","","","","","","","","","6.0"
"60387","Scum","multiplayer focused","2018-08-29","day","2018.0","8.0","29.0","","","1.0","14.0","1.0","34.25","2.0","24.12","","","","","",""
"60789","Stormbound","multiplayer focused","2018-05-15","day","2018.0","5.0","15.0","","","","","","","","","","","","","","35.5"
"61333","Dying Light: Bad Blood","multiplayer focused","2018-09-13","day","2018.0","9.0","13.0","","","","","","","","","","","","","","12.0"
"61389","Magic: The Gathering Arena","multiplayer focused","2018-09-27","day","2018.0","9.0","27.0","","","","","","","","","","","","","","130.0"
"61512","Ring of Elysium","multiplayer focused","2018-09-19","day","2018.0","9.0","19.0","","","","","","","","","","","","","","52.0"
"61721","Mobile Legends: Bang Bang","multiplayer focused","2016-07-14","day","2016.0","7.0","14.0","4.0","235.72","","","1.0","3000.0","5.0","788.57","4.0","235.72","1.0","100.0","4.0","308.0"
"61824","MapleStory 2","multiplayer focused","2018-10-04","day","2018.0","10.0","4.0","4.0","35.25","5.0","186.5","","","9.0","119.27","4.0","35.25","","","",""
"61888","The Jackbox Party Pack 5","multiplayer focused","2018-10-17","day","2018.0","10.0","17.0","","","","","","","","","","","","","","7.0"
"62388","Archangel: Hellfire","multiplayer focused","2017-08-02","day","2017.0","8.0","2.0","2.0","2.55","5.0","2.65","","","7.0","2.62","2.0","2.55","","","",""
"62703","Artifact","multiplayer focused","2018-11-28","day","2018.0","11.0","28.0","","","","","","","","","","","","","","35.5"
"62869","Rapture Rejects","multiplayer focused","2018-11-29","day","2018.0","11.0","29.0","","","","","","","","","","","","","","1.0"
"62895","Switchblade(2018)","multiplayer focused","2018-08-28","day","2018.0","8.0","28.0","","","","","","","","","","","","","","24.0"
"63437","Club Penguin","multiplayer focused","2005-10-24","day","2005.0","10.0","24.0","","","","","","","","","","","2.0","699.0","1.0","1350.0"
"64185","World War 3","multiplayer focused","2018-10-19","day","2018.0","10.0","19.0","","","","","","","","","","","","","","12.0"
"64501","Hell Let Loose","multiplayer focused","2021-07-27","day","2021.0","7.0","27.0","","","","","","","","","","","","","","36.5"
"64753","Apex Legends","multiplayer focused","2019-02-04","day","2019.0","2.0","4.0","","","","","","","","","","","","","","183.0"
"64989","Tetris 99","multiplayer focused","2019-02-13","day","2019.0","2.0","13.0","","","","","","","","","","","","","","36.5"
"65042","Super Animal Royale","multiplayer focused","2018-12-12","day","2018.0","12.0","12.0","","","","","","","","","","","","","","41.5"
"65122","Revelation Online","multiplayer focused","2018-02-27","day","2018.0","2.0","27.0","1.0","30.0","1.0","50.0","1.0","100.0","3.0","60.0","1.0","30.0","","","",""
"65434","Contractors VR","multiplayer focused","2018-12-14","day","2018.0","12.0","14.0","","","","","","","","","","","","","","13.5"
"65505","Tick Tock: A Tale for Two","multiplayer focused","2019-03-07","day","2019.0","3.0","7.0","","","","","","","","","","","","2.0","",""
"66142","Splitgate: Arena Warfare","multiplayer focused","2019-05-22","day","2019.0","5.0","22.0","","","","","","","","","","","","","","42.5"
"66786","MORDHAU","multiplayer focused","2019-04-29","day","2019.0","4.0","29.0","","","","","","","","","","","1.0","101.0","7.0","183.0"
"67146","Meridian 59","multiplayer focused","1996-10-31","day","1996.0","10.0","31.0","1.0","0.55","","","","","1.0","0.55","1.0","0.55","","","",""
"67805","Spellbreak","multiplayer focused","2020-12-15","day","2020.0","12.0","15.0","4.0","0.9","2.0","4.5","1.0","22.68","7.0","5.03","4.0","0.9","","","",""
"67832","New World","multiplayer focused","2021-09-28","day","2021.0","9.0","28.0","13.0","57.38","22.0","229.1","2.0","795.0","37.0","199.35","13.0","57.38","5.0","285.0","2.0","75.5"
"68002","The Cycle(2019)","multiplayer focused","2019-08-19","day","2019.0","8.0","19.0","","","","","","","","","","","","","","16.5"
"68093","Bleeding Edge","multiplayer focused","2020-03-24","day","2020.0","3.0","24.0","","","","","","","","","","","","","","5.0"
"68128","Project Winter","multiplayer focused","2019-05-23","day","2019.0","5.0","23.0","2.0","9.82","2.0","19.78","3.0","146.88","7.0","71.4","2.0","9.82","1.0","99.5","2.0","12.5"
"68195","Midnight Ghost Hunt","multiplayer focused","2022-03-31","day","2022.0","3.0","31.0","","","","","","","","","","","","","","2.0"
"68270","Fall Guys","multiplayer focused","2020-08-04","day","2020.0","8.0","4.0","","","","","","","","","","","13.0","71.5","128.0","35.0"
"68533","Dota Underlords","multiplayer focused","2019-06-20","day","2019.0","6.0","20.0","","","","","","","","","","","","","","91.5"
"68969","Conflict of Nations: World War 3","multiplayer focused","2018-03-15","day","2018.0","3.0","15.0","","","","","","","","","","","1.0","336.0","1.0","336.0"
"69213","Goat of Duty","multiplayer focused","2019-07-10","day","2019.0","7.0","10.0","","","","","","","","","","","","","","1.0"
"69351","Chivalry II","multiplayer focused","2022-06-12","day","2022.0","6.0","12.0","","","","","","","","","","","","","","20.0"
"69757","Bean Battles","multiplayer focused","2018-08-22","day","2018.0","8.0","22.0","","","","","","","","","","","","","","8.5"
"69815","Secret Neighbor","multiplayer focused","2019-08-02","day","2019.0","8.0","2.0","","","","","","","","","","","","","","2.5"
"69864","Watermelon Party","multiplayer focused","2019-05-31","day","2019.0","5.0","31.0","","","","","","","","","","","","","","0.5"
"69883","Vigor","multiplayer focused","2019-08-19","day","2019.0","8.0","19.0","","","","","","","","","","","","","","242.0"
"69992","GTFO","multiplayer focused","2019-12-09","day","2019.0","12.0","9.0","6.0","10.37","3.0","78.43","2.0","501.0","11.0","118.13","6.0","10.37","","","",""
"70034","Sam & Dan: Floaty Flatmates","multiplayer focused","2018-12-12","day","2018.0","12.0","12.0","","","","","","","","","","","","1.5","",""
"70056","World of Warcraft Classic","multiplayer focused","2019-08-27","day","2019.0","8.0","27.0","11.0","272.4","1.0","250.0","2.0","1250.0","14.0","410.45","11.0","272.4","","","",""
"70213","Rogue Company","multiplayer focused","2020-09-30","day","2020.0","9.0","30.0","6.0","16.15","2.0","37.37","17.0","34.3","25.0","30.18","6.0","16.15","3.0","6.5","11.0","99.0"
"70239","Uno(2017)","multiplayer focused","2017-01-03","day","2017.0","1.0","3.0","15.0","5.4","6.0","9.15","16.0","24.05","37.0","14.08","15.0","5.4","3.0","2.5","12.0","18.0"
"70794","Hyper Jam","multiplayer focused","2019-02-12","day","2019.0","2.0","12.0","","","","","","","","","","","","","","26.5"
"70987","Pixel Gun 3D","multiplayer focused","2013-05-02","day","2013.0","5.0","2.0","","","","","","","","","","","","","","29.0"
"71166","We Were Here Together","multiplayer focused","2019-10-10","day","2019.0","10.0","10.0","","","","","","","","","","","179.0","7.0","1.0","6.5"
"71271","Call of Duty: Mobile","multiplayer focused","2019-10-01","day","2019.0","10.0","1.0","","","","","","","","","","","5.0","64.0","10.0","101.0"
"71390","The Jackbox Party Pack 6","multiplayer focused","2019-10-16","day","2019.0","10.0","16.0","","","","","","","","","","","","","","5.0"
"71639","Killer Queen Black","multiplayer focused","2019-10-11","day","2019.0","10.0","11.0","","","","","","","","","","","","","","7.5"
"71837","War Robots","multiplayer focused","2018-04-05","day","2018.0","4.0","5.0","","","","","","","","","","","","","","2.0"
"71891","Caliber(2023)","multiplayer focused","2023-04-12","day","2023.0","4.0","12.0","","","","","","","","","","","1.0","50.0","1.0","170.0"
"72591","Deathgarden: BLOODHARVEST","multiplayer focused","2018-08-14","day","2018.0","8.0","14.0","1.0","10.0","","","3.0","20.53","4.0","17.9","1.0","10.0","","","",""
"72860","Naraka: Bladepoint","multiplayer focused","2021-08-12","day","2021.0","8.0","12.0","","","","","","","","","","","","","","45.0"
"72863","CryoFall","multiplayer focused","2019-04-03","day","2019.0","4.0","3.0","1.0","30.0","2.0","21.45","","","3.0","24.3","1.0","30.0","","","",""
"73034","Paunch","multiplayer focused","2019-12-04","day","2019.0","12.0","4.0","","","","","","","","","","","","","","0.73"
"73569","NAVYFIELD","multiplayer focused","2000-03-18","day","2000.0","3.0","18.0","","","","","1.0","500.0","1.0","500.0","","","","","",""
"73803","Unrailed!","multiplayer focused","2019-09-09","day","2019.0","9.0","9.0","","","","","","","","","","","","9.0","",""
"74113","PokeMMO","multiplayer focused","","","","","","4.0","47.2","1.0","164.0","","","5.0","70.55","4.0","47.2","","","",""
"74207","Among Us","multiplayer focused","2018-11-16","day","2018.0","11.0","16.0","","","","","","","","","","","47.0","23.5","91.0","21.5"
"75852","Call of Duty: Warzone","multiplayer focused","2020-03-10","day","2020.0","3.0","10.0","","","","","","","","","","","","","","91.0"
"75978","Cartoon Network Universe: FusionFall","multiplayer focused","2009-01-14","day","2009.0","1.0","14.0","1.0","41.0","1.0","55.0","1.0","60.0","3.0","52.0","1.0","41.0","","","",""
"76473","Resident Evil: Resistance","multiplayer focused","2020-04-03","day","2020.0","4.0","3.0","","","","","","","","","","","","","","80.5"
"76906","Valorant","multiplayer focused","2020-06-02","day","2020.0","6.0","2.0","","","","","","","","","","","","","","254.0"
"76933","Talvisota - Winter War","multiplayer focused","2020-04-02","day","2020.0","4.0","2.0","","","","","","","","","","","","","","14.5"
"77272","Deadside","multiplayer focused","2020-04-14","day","2020.0","4.0","14.0","","","","","","","","","","","1.0","7.0","2.0","11.0"
"77549","Warhammer Underworlds: Online","multiplayer focused","2020-04-21","day","2020.0","4.0","21.0","","","","","","","","","","","","","","0.65"
"77590","Due Process","multiplayer focused","2020-11-03","day","2020.0","11.0","3.0","","","","","","","","","","","","","","11.0"
"78700","Eudemons Online","multiplayer focused","2020-10-28","day","2020.0","10.0","28.0","1.0","21.0","1.0","31.0","","","2.0","26.0","1.0","21.0","","","",""
"78844","Bombergrounds: Battle Royale","multiplayer focused","2020-03-06","day","2020.0","3.0","6.0","","","","","","","","","","","","","","1.0"
"80596","Atlantica Online","multiplayer focused","2020-05-14","day","2020.0","5.0","14.0","","","1.0","60.0","","","1.0","60.0","","","","","",""
"80599","Cyber Hunter","multiplayer focused","2020-06-18","day","2020.0","6.0","18.0","","","","","","","","","","","","","","0.45"
"80869","Kritika:REBOOT","multiplayer focused","2019-11-12","day","2019.0","11.0","12.0","1.0","110.0","1.0","26.0","","","2.0","68.0","1.0","110.0","","","",""
"81332","Sherwood Dungeon","multiplayer focused","","","","","","","","","","1.0","15.0","1.0","15.0","","","","","",""
"81866","Red Dead Online","multiplayer focused","2020-12-01","day","2020.0","12.0","1.0","","","","","","","","","","","","","","91.5"
"82724","Super Bomberman R Online","multiplayer focused","2020-09-01","day","2020.0","9.0","1.0","","","","","","","","","","","2.0","3.5","6.0","13.0"
"82770","Super Mario Bros. 35","multiplayer focused","2020-10-01","day","2020.0","10.0","1.0","","","","","","","","","","","","","","5.0"
"83722","Sign of Silence","multiplayer focused","2020-10-01","day","2020.0","10.0","1.0","5.0","1.9","1.0","2.78","","","6.0","2.05","5.0","1.9","","","",""
"84033","Operation: Tango","multiplayer focused","2021-06-01","day","2021.0","6.0","1.0","","","","","","","","","","","","5.0","",""
"84044","King of Crabs","multiplayer focused","2020-07-03","day","2020.0","7.0","3.0","1.0","5.0","","","","","1.0","5.0","1.0","5.0","","","",""
"84086","The Jackbox Party Pack 7","multiplayer focused","2020-10-15","day","2020.0","10.0","15.0","","","","","","","","","","","","","","6.0"
"84460","In Silence","multiplayer focused","2020-10-16","day","2020.0","10.0","16.0","2.0","22.85","1.0","35.42","2.0","35.92","5.0","30.58","2.0","22.85","","","",""
"84780","SpellForce 3: Versus Edition","multiplayer focused","2020-11-03","day","2020.0","11.0","3.0","","","","","","","","","","","","45.0","",""
"84787","Drunken Wrestlers 2","multiplayer focused","2019-04-01","day","2019.0","4.0","1.0","","","","","","","","","","","","","","2.0"
"85022","Eternal Return: Black Survival","multiplayer focused","2020-10-14","day","2020.0","10.0","14.0","","","","","","","","","","","","","","2.0"
"85026","Surviv.io - 2D Battle Royale","multiplayer focused","2020-09-24","day","2020.0","9.0","24.0","1.0","3.0","","","","","1.0","3.0","1.0","3.0","","","",""
"85235","Scribble It!","multiplayer focused","2020-10-20","day","2020.0","10.0","20.0","1.0","0.77","","","","","1.0","0.77","1.0","0.77","","","",""
"85370","Wanba Warriors","multiplayer focused","2020-03-25","day","2020.0","3.0","25.0","","","","","","","","","","","","","","2.5"
"85400","Bless Unleashed","multiplayer focused","2021","year","2021.0","","","1.0","280.0","2.0","1477.22","","","3.0","1078.15","1.0","280.0","","","",""
"85411","First Class Trouble","multiplayer focused","2021-04-08","day","2021.0","4.0","8.0","","","","","","","","","","","2.0","23.5","3.0","11.5"
"85497","Worms Rumble","multiplayer focused","2020-12-01","day","2020.0","12.0","1.0","","","","","","","","","","","","","","23.5"
"85721","CRSED: F.O.A.D.","multiplayer focused","2019-12-12","day","2019.0","12.0","12.0","","","","","","","","","","","","","","2.0"
"85958","Century: Age of Ashes","multiplayer focused","2021-02","month","2021.0","2.0","","","","","","","","","","","","","","","4.0"
"86110","League of Legends: Wild Rift","multiplayer focused","2020-10-27","day","2020.0","10.0","27.0","","","1.0","21.0","","","1.0","21.0","","","","","",""
"87723","Blazing Sails","multiplayer focused","2020-11-05","day","2020.0","11.0","5.0","","","","","","","","","","","","1.5","",""
"87783","Monstrum II","multiplayer focused","2021-01-28","day","2021.0","1.0","28.0","","","","","","","","","","","","","","1.0"
